county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
Pearl River MS,9432,9444.375,14271.3036,17710.4112,6839.655,4477.34292,6529.7424,-0.9665929945188317
Perry MS,7541.38992,9264.48048,14686.8588,17606.5104,6089.42976,7204.8018,6262.01952,-1.5284979581343083
Pike MS,8424,8844.73248,13515.2592,17674.4868,6257.14308,4084.30404,5690.57808,-1.3137834011256926
Pontotoc MS,8208,9024.624,14194.8708,17638.5612,6244.05912,4063.52232,5852.73444,-0.5143380632924796
Prentiss MS,8208,8754.78516,13948.176,17674.4868,6146.28588,4060.0404,5693.61324,-0.841616372255269
Quitman MS,8208,9144.55296,13848.18,17674.4868,6287.51436,4018.55676,5809.66404,-1.8852579038213897
Rankin MS,12240.294,9414.39252,14706.5172,17390.9616,7846.34688,9089.73636,8507.6016,0.2233881653987763
Scott MS,8208,8215.10664,13973.8428,17674.4868,5950.73952,4018.55676,5495.8008,-1.189032998326878
Sharkey MS,8208,9324.44532,13570.1136,17674.4868,6352.69632,4083.297,5804.35548,-1.4855994344145078
Simpson MS,9252,8694.82032,13989.3852,17390.9616,6502.84056,8107.88448,6684.07836,-1.2496205901621236
Smith MS,8208,9084.58812,14731.9836,17674.4868,6265.78716,4018.55676,6029.66016,-0.7720421482172748
Stone MS,8208,9924.08784,14823.828,17171.538,6569.97072,4075.95444,6233.4024,-1.1001301416290337
Sunflower MS,8208,8694.82032,13280.7876,17674.4868,6124.5582,4028.39244,5485.46484,-1.4868765207569936
Tallahatchie MS,8208,9114.5706,14066.1036,17674.4868,6276.6504,4208.87736,5869.3008,-1.9165503642630133
Tate MS,8268,9174.53544,15162.7776,16888.014,6320.11884,7596.75804,6540.09372,-0.6552543213208378
Tippah MS,8208,9204.51636,14181.378,17638.5612,6309.24096,4083.01392,5917.422,-1.248496098255701
Tishomingo MS,8208,8724.80352,14214.4236,17674.4868,6135.42228,4083.297,5756.9256,-1.247172499056622
Tunica MS,9768,9294.46368,13166.328,16888.014,6907.0818,7989.28788,6704.59788,-1.3103548921873918
Union MS,8208,9144.55296,13791.7188,17638.5612,6287.51436,4205.514,5795.10168,-0.6434073350881152
Walthall MS,8208,9024.624,14486.682,17674.4868,6244.05912,4083.297,5943.79692,-1.5801806317064673
Warren MS,8736,9594.28488,14383.8924,17494.8624,6641.78472,4367.3778,6292.27368,-0.5686355294896298
Washington MS,8208,9354.42768,13087.0956,17674.4868,6363.56028,4094.15592,5683.43376,-1.299751951983285
Wayne MS,8208,9294.46368,14597.712,17674.4868,6341.83224,4018.55676,6071.18376,-1.1420605483800443
Webster MS,8208,9564.30252,14502.39,17674.4868,6439.60548,4180.10892,6155.08224,-0.9535922532942266
Wilkinson MS,8208,9354.42768,14234.5488,17674.4868,6363.56028,4018.55676,5994.09372,-1.7724476906589757
Winston MS,8208,9414.39252,14206.5504,17674.4868,6385.2876,4231.98816,6021.18756,-1.0352548169657054
Yalobusha MS,8208,9984.05268,14029.8432,17674.4868,6591.69804,4206.03192,6183.74628,-1.5094303132915556
Yazoo MS,8916,9384.41088,13390.338,17570.5872,6630.96024,7762.95192,6606.98076,-1.241768570542382
Adair MO,7944,8035.21368,13805.148,20037.8784,5789.89896,9202.76664,6960.76536,0.03136358560965001
Andrew MO,10233.3918,8574.89136,15221.4612,19969.272,6814.98264,13554.1308,9568.61724,0.44827299981861063
Atchison MO,7944,9414.39252,15273.5352,19822.3296,6289.63032,8716.2444,7689.75,-0.13979825461383397
Audrain MO,8100,7885.30368,14500.2756,21187.476,5792.10612,8820.8328,7366.86696,-0.23353076596926367
Barry MO,7944,8904.69648,14257.566,14218.0488,6104.94768,8820.69948,5688.2538,-0.3909219740349718
Barton MO,7944,8305.05396,14324.7888,18529.0344,5887.67316,9068.751,6751.47288,-0.05382537289830803
Bates MO,8472,8784.76752,14133.3396,19286.6988,6252.80712,12549.5292,8242.55496,0.09106520477575437
Benton MO,7944,8634.8562,14152.4952,19139.7564,6007.17336,9211.59372,7036.8084,-0.7061820673709384
Bollinger MO,8040.35892,8664.84012,15488.6664,20759.6196,6052.95228,12331.6776,8749.04664,-0.9999033815222985
Boone MO,10488,9294.46368,13949.4912,18065.2524,7167.96684,14057.7132,9205.42164,0.6887664868052057
Buchanan MO,9952.32492,8394.999,13651.5948,19969.272,6647.95896,13370.7072,8925,-0.15382708985575014
Butler MO,8040,7795.35648,13426.6176,20612.6772,5737.77432,9029.19216,6912.81228,-0.904529929300289
Caldwell MO,8038.50516,9144.55296,15359.4972,16017.5328,6226.09932,12218.2644,7564.56228,-0.55279022549666
Callaway MO,8976,9204.51636,14712.5064,18065.2524,6587.51808,12931.0536,8514.67164,0.13719407180365398
Camden MO,8712,9564.30252,13847.2176,17918.3112,6622.2246,9450.54864,7319.64036,0.4236243019145507
Cape Girardeau MO,10041.12888,8574.89136,13941.6432,20759.6196,6745.31832,13689.306,9402.375,0.3378860781767788
Carroll MO,7944,8514.92796,15255.9108,15870.5952,5963.71908,8883.41088,6299.14824,-0.2449331116367962
Carter MO,7956,8065.19676,14187.204,19714.5552,5805.11136,8877.25272,6902.76564,-1.0484586523439556
Cass MO,12420.8292,8934.67752,14957.7252,16017.5328,7737.94188,15130.7628,9792.58596,0.7175290630178429
Cedar MO,7944,8424.9822,14148.5856,14218.0488,5931.12744,8776.56228,5461.23048,-1.1157745678059732
Chariton MO,7944,8275.07004,14452.1148,21187.476,5876.80848,9082.9314,7513.40628,-0.015676352045268866
Christian MO,9697.30512,8784.76752,14555.9004,14364.9888,6696.78372,13633.7316,7764.76536,0.38242443122982167
Clark MO,7944,8125.16088,14956.698,23774.0688,5822.4906,8928.64164,8262.18756,-0.3505662174929576
Clay MO,12293.436,9294.46368,14251.0548,16017.5328,7822.14768,15046.0956,9664.7424,1.0124212376358301
Clinton MO,10892.1108,10073.99928,15280.422,16017.5328,7596.84816,14114.7732,9462.7734,0.15519811019407204
Cole MO,8258.96928,8694.82032,14140.2612,18065.2524,6143.02656,12370.674,7748.17164,0.6079641115962782
Cooper MO,8196,8814.74928,14834.2884,17918.3112,6163.66548,9116.64036,7024.03128,0.03815701323276834
Crawford MO,7944,8724.80352,13977.798,19714.5552,6039.76464,9020.05296,7128.28932,-0.8434315779823617
Dade MO,8076,8634.8562,14689.788,14218.0488,6055.002,9100.029,5835.297,-0.7765859661444038
Dallas MO,7944,8754.78516,14215.4484,14364.9888,6050.62824,12089.2848,6573.76176,-0.4016951830031033
Daviess MO,7944,9024.624,14575.854,15870.5952,6148.40184,9059.89968,6352.33596,-0.5256786833912014
DeKalb MO,8380.905,8484.9456,14333.8356,16017.5328,6111.16296,12345.2052,7198.02324,0.28793523713834385
Dent MO,7944,8724.80352,13951.5576,19714.5552,6039.76464,8907.78516,7090.03488,-0.7858593385320839
Douglas MO,7944,8784.76752,14460.8172,18169.7868,6061.49232,9033.57792,6860.98824,-1.2935618434938299
Dunklin MO,7944,7735.39236,13370.508,20612.6772,5681.26212,8914.61496,6806.68356,-1.1060424237175746
Franklin MO,9272.94504,8634.8562,15020.9784,15334.9596,6488.70264,13011.0132,7772.98464,0.2198590984887561
Gasconade MO,7944,8514.92796,14987.2644,21187.476,5963.71908,9063.00288,7744.71096,-0.09317176020096977
Gentry MO,7944,8544.91044,14167.7436,19822.3296,5974.5828,8852.69532,7096.60548,-0.03857981568398553
Greene MO,9114.99168,8874.71412,13406.022,14364.9888,6518.3796,13227.9288,7152.04692,0.133724047610159
Grundy MO,7944,8934.67752,14096.1492,15870.5952,6115.8102,8927.1702,6147.29292,0.06588382982148461
Harrison MO,7944,9054.60648,14251.6044,19822.3296,6159.26508,8849.94432,7310.58624,-0.36034465498664553
Henry MO,8652,7855.3206,13908.6324,16373.5428,5981.25372,9109.22976,6144.94116,-0.28277803589443296
Hickory MO,7944,8335.03488,14194.2336,14218.0488,5898.53616,8887.44732,5470.80876,-0.17975078745043657
Holt MO,7944,8724.80352,15113.1768,19822.3296,6039.76464,9216.00804,7524.85908,-0.09909580987787993
Howard MO,8292,8964.65988,14965.6572,17918.3112,6252.76836,8942.10864,7104.68772,0.09811365089984936
Howell MO,7944,8065.19676,13563.444,14218.0488,5800.76328,8745.66792,5148.71892,-0.6195715974697378
Iron MO,7944,8484.9456,13997.1924,19714.5552,5952.85512,9071.3664,7057.54692,-0.8941301494618678
Jackson MO,11592.7734,8994.64164,13437.558,16017.5328,7459.6326,14580.4356,8950.94532,0.33943549552995433
Jasper MO,9665.70408,8454.96312,13261.1796,14364.9888,6565.83252,13069.4652,7117.56228,-0.16608745992914511
Jefferson MO,10627.83912,9324.44532,14893.4796,15334.9596,7229.49972,13907.436,8743.4766,0.25753735574711506
Johnson MO,8544,8634.8562,14210.4372,16373.5428,6224.57664,9531.17796,6601.38648,0.23069487317053528
Knox MO,7944,8365.01736,14521.2864,20037.8784,5909.39976,8871.26364,7191.20292,-0.8300346589524886
Laclede MO,7944,7825.33812,13697.1708,14218.0488,5713.8534,9216.00804,5227.19532,-0.4278810484001931
Lafayette MO,8739.16776,10133.96412,15173.016,16520.4816,6838.4802,12683.9256,8408.96856,0.17506677261849987
Lawrence MO,7944,8784.76752,13957.1472,14218.0488,6061.49232,9113.6418,5640.2304,-0.3659231357489346
Lewis MO,7944,8484.9456,14074.482,23774.0688,5952.85512,8869.79292,8139.00804,-0.3924454448794316
Lincoln MO,10615.40916,8365.01736,15188.6868,15334.9596,6877.35648,13899.2112,8461.21068,0.03142815983856408
Linn MO,7944,8305.05396,13989.8004,15870.5952,5887.67316,8716.2444,5818.35936,-0.46628795746984625
Livingston MO,8196,8994.64164,14351.6616,15870.5952,6228.84744,8859.7932,6318.375,0.15521674466021515
McDonald MO,7944,9474.35748,13988.0028,14364.9888,6311.35764,12090.7644,6783.12528,-0.7981060285039835
Macon MO,7944,8185.12428,14186.166,20037.8784,5844.21792,8848.20708,7024.57032,-0.3273239830690358
Madison MO,7944,8574.89136,14011.5144,20612.6772,5985.44568,8890.38936,7293.26592,-0.8104725780100358
Maries MO,7944,8784.76752,14922.0708,21187.476,6061.49232,8869.79292,7774.67208,-0.2321728666627648
Marion MO,8100,8185.12428,13994.46,23774.0688,5900.74296,8978.19648,8093.19504,0.060720939856828214
Mercer MO,7944,8275.07004,14763.96,15870.5952,5876.80848,8820.69948,6053.01564,-0.3713264157784702
Miller MO,8520,9984.05268,14183.1564,17918.3112,6704.748,8981.69244,7368.51564,-0.36917661155285547
Mississippi MO,7944,8035.21368,13410.642,20612.6772,5789.89896,8862.36912,6916.46484,-0.8709208353764959
Moniteau MO,7944,9084.58812,15077.8524,18065.2524,6170.12916,12147.3876,7971.87528,0.02991675907719774
Monroe MO,7944,8005.23192,14260.8696,21187.476,5779.0356,8900.502,7309.31256,0.11805605821169911
Montgomery MO,7944,8365.01736,14160.4836,21187.476,5909.39976,8860.68168,7405.71096,-0.4555437474405955
Morgan MO,7944,8814.74928,14185.2372,17918.3112,6072.35592,8820.69948,6667.1448,-0.7099370911687068
New Madrid MO,7944,8305.05396,13665.3468,20612.6772,5887.67316,8723.92092,7050.29664,-0.6315792635923009
Newton MO,8706.6072,7825.33812,13847.4492,14364.9888,5990.1756,12454.8936,6509.91432,0.07782707108485902
Nodaway MO,8280,9414.39252,14132.0904,19822.3296,6411.37644,9097.28544,7606.61724,0.05801503387365553
Oregon MO,7944,8424.9822,14310.1656,19714.5552,5931.12744,9216.00804,7161.38304,-1.1478318981767195
Osage MO,6684.64236,8994.64164,15702.6912,18065.2524,5681.22252,11323.25172,7412.4924,0.09058627163780893
Ozark MO,8484,9024.624,14452.5396,18169.7868,6344.06472,9129.87888,7179.06228,-0.5093484216975023
Pemiscot MO,7944,8155.14252,13073.7792,20612.6772,5833.3542,9120.37872,6939.85548,-1.1303283455491187
Perry MO,8112,8604.87372,14955.6912,20612.6772,6057.1824,9297.67452,7739.14092,0.6304830682438881
Pettis MO,8580,8185.12428,13486.7772,19139.7564,6074.66604,9090.18456,6889.25028,-0.01800350671536217
Phelps MO,8796,8185.12428,13648.3452,19714.5552,6152.93112,9307.40256,7234.10964,-0.10894544018559753
Pike MO,8436,8394.999,14183.8272,20037.8784,6098.53452,9105.73248,7358.8674,-0.14035309464823828
Platte MO,12981.3588,10133.96412,14267.5608,16017.5328,8375.59272,15503.2908,10351.32792,1.4126075716736766
Polk MO,8352,7825.33812,13928.022,14364.9888,5861.688,12160.8264,6315.95724,-0.438765330524385
Pulaski MO,9492,9474.35748,13582.0212,19714.5552,6872.25948,10027.44072,8156.08596,-0.39833183001933364
Putnam MO,7944,7915.28544,14136.948,20037.8784,5746.44468,9034.56744,6960.82032,0.1546621172998585
Ralls MO,9084,8544.91044,15278.5824,20037.8784,6387.64968,9419.01348,8043.80496,0.10071371134342617
Randolph MO,7944,7825.33812,13551.5184,21187.476,5713.8534,8903.48808,7046.70708,-0.24331790017692842
Ray MO,9134.08596,9174.53544,15566.1768,19969.272,6633.936,12946.3896,9313.92996,0.24076955196196462
Reynolds MO,7944,8514.92796,14589.2244,19714.5552,5963.71908,8869.79292,7176.67164,-0.6594569350465483
Ripley MO,7944,8035.21368,14064.2268,19714.5552,5789.89896,8720.65728,6809.48076,-1.5312818879222654
St. Charles MO,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,15437.1108,9605.58624,1.3616519214023735
St. Clair MO,7944,8125.16088,14118.5952,16373.5428,5822.4906,9072.96096,6026.60928,-0.7586328212896349
Ste. Genevieve MO,8556,9114.5706,15110.2368,15188.022,6402.74484,9208.34112,6618.42996,0.13971526759654454
St. Francois MO,8004,8424.9822,13125.8244,15188.022,5952.86796,8998.28904,5531.8554,-0.6003079199237306
St. Louis MO,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,14960.1156,9197.37528,1.0121549274798165
Saline MO,7944,7765.37472,14079.2376,19139.7564,5692.12572,8864.8476,6592.15644,-0.0460062809521258
Schuyler MO,7944,7915.28544,14284.7532,23774.0688,5746.44468,8716.2444,7942.18728,-0.564181307447814
Scotland MO,7944,8544.91044,14288.5608,23774.0688,5974.5828,8928.64164,8235.89868,-0.7356094571090143
Scott MO,8160,8604.87372,13535.0796,20612.6772,6074.57484,8914.61352,7260.98436,-0.20656649921652007
Shannon MO,7944,8335.03488,14535.2532,19714.5552,5898.53616,8869.79292,7094.10132,-0.9936783167649096
Shelby MO,7944,8125.16088,14241.0108,20037.8784,5822.4906,8929.93356,7039.73808,-0.5146597934319693
Stoddard MO,7944,8874.71412,13937.9388,20612.6772,6094.0836,8716.2444,7337.57004,-0.7207603794155975
Stone MO,7980,9354.42768,13982.9412,14218.0488,6280.94676,9219.45336,5908.76184,-0.21930642269029885
Sullivan MO,8232,8544.91044,14127.9408,20037.8784,6078.93636,8848.32792,7252.21068,-0.6568096584099286
Taney MO,9108,9624.26664,13024.422,18169.7868,6787.43916,9470.9538,7338.99972,-0.08907872653988101
Texas MO,7944,8784.76752,14092.8,14218.0488,6061.49232,9108.86352,5677.0272,-0.9171867048604646
Vernon MO,8256,8994.64164,13998.1404,16373.5428,6250.58784,9065.8476,6440.15988,-0.5075559628654911
Warren MO,10093.33956,7975.25028,15260.0352,15334.9596,6546.9624,13553.8008,8047.17192,0.2346268470108783
Washington MO,7944,8814.74928,13790.9544,15188.022,6072.35592,8878.62012,5811.44532,-1.003163979071824
Wayne MO,7944,8185.12428,14216.5344,20612.6772,5844.21792,8907.21024,7208.00028,-1.2358251153071327
Webster MO,7855.29276,8664.84012,14780.7768,14364.9888,5985.8958,12350.0688,6735.54276,-0.5110719668491505
Worth MO,7944,9174.53544,14528.8296,19822.3296,6202.72044,9052.22244,7487.61696,-0.6640752422975238
Wright MO,7944,8275.07004,13909.9488,14218.0488,5876.80848,8839.08324,5353.93356,-0.9397258803883681
St. Louis city MO,10292.22288,9744.1956,11980.79004,14113.5144,7259.98464,13685.3868,7584.24972,-0.664565098171961
Beaverhead MT,9072,10073.99928,15577.1172,15059.8212,6937.3506,14866.6812,9208.88304,0.40009569821869756
Big Horn MT,10572,9534.32148,15438.9276,15059.8212,7285.31328,15471.8028,9725.8206,-0.6885075312034318
Blaine MT,8808,9954.07032,15160.794,15059.8212,6798.23808,14516.7636,8831.99196,-0.6620873291579208
Broadwater MT,10248,9864.12372,16078.0896,15454.9956,7287.41532,15265.9104,9968.6016,-0.5257558062252177
Carbon MT,10228.5798,9594.28488,16447.1064,12274.9572,7182.60576,17681.7264,9739.5,0.38204054291751044
Carter MT,8808,9564.30252,17103.744,15059.8212,6657.00948,14747.8332,9312.07836,-0.5210521579508798
Cascade MT,9696,9324.44532,14264.7324,15184.8756,6891.85764,17324.424,9529.27368,0.15832845832991468
Chouteau MT,9048,9444.375,15691.0512,15454.9956,6700.5168,14328.6132,8940.24972,-0.08185962718033268
Custer MT,10296,9594.28488,15025.3608,15059.8212,7207.03416,15677.3052,9579.75804,0.0722137527182747
Daniels MT,9720,10673.64036,16107.7632,15059.8212,7389.41964,15430.182,10021.46124,0.3694762768928823
Dawson MT,12000,10493.74872,15067.8828,15059.8212,8150.37228,16341.3828,10811.19504,0.30804335075575523
Deer Lodge MT,8808,9984.05268,14997.2676,15454.9956,6809.10204,14703.168,8966.29692,-0.5460442277973266
Fallon MT,10380,10253.89236,15130.71,15059.8212,7476.47244,15695.442,9909.9456,0.5047672051055857
Fergus MT,10380,9474.35748,15347.9616,15059.8212,7194.0168,15834.828,9705.1326,0.26550138324322914
Flathead MT,11460,9504.33912,15105.9384,15347.2176,7596.20724,16892.0292,10462.77324,0.7250309119678198
Gallatin MT,13200,9984.05268,14896.8276,15454.9956,8400.49656,18366.414,11727.53904,1.3061126741099829
Garfield MT,8808,9594.28488,17242.1196,15059.8212,6667.87356,14639.1396,9332.64036,-0.6733507089938243
Glacier MT,8808,9594.28488,14767.0248,15059.8212,6667.87356,14354.3976,8525.21124,-0.975170800629788
Granite MT,8808,9894.10548,16472.9052,15059.8212,6776.51004,14450.0196,9172.21068,0.7236737946499848
Hill MT,9552,9534.32148,14732.4816,15059.8212,6915.72732,15050.7024,8992.16376,-0.05578087470585432
Jefferson MT,10920,9894.10548,16702.44,15454.9956,7541.77152,16031.8752,10647.3984,0.7161019752386539
Judith Basin MT,8808,9474.35748,16736.4432,15454.9956,6624.41892,14450.0196,9197.58624,0.006229282194084362
Lake MT,10152,9864.12372,15690.0324,13838.3736,7252.63116,15172.6884,9320.56272,0.20370813932625062
Lewis and Clark MT,11808,9684.23076,14692.1532,15454.9956,7787.48292,16650.792,10512.43728,1.0788316554021105
Liberty MT,8808,9354.42768,15488.7732,15059.8212,6580.96368,14639.1396,8724.6174,-0.3799894299395495
Lincoln MT,9132,9564.30252,15801.4968,15059.8212,6774.40728,15074.928,9156.33624,-0.21771698194016487
McCone MT,9156,10433.78388,16429.3092,15059.8212,7098.15084,14894.9664,9641.47632,0.09697796020455285
Madison MT,10932,9984.05268,16627.7388,15059.8212,7578.7104,15967.1544,10533.17208,0.6280775187930147
Meagher MT,9036,9714.21384,16741.302,15059.8212,6793.9416,14707.4748,9344.73408,-0.999448580169436
Mineral MT,8808,9624.26664,16207.692,15059.8212,6678.7368,14747.8332,9074.37528,-0.5711360196677164
Missoula MT,11748,9744.1956,14422.5456,13568.2524,7787.47044,19250.7432,10640.47632,0.7669455178965959
Musselshell MT,11196,9504.33912,15455.7372,12545.0772,7500.54936,16175.6952,9439.32792,-0.564401720306678
Park MT,11868,10103.98164,15522.7092,15059.8212,7961.31588,16836.5904,10880.1174,0.5793842302449271
Phillips MT,8808,10073.99928,15345.2124,15059.8212,6841.69332,14450.0196,8914.26564,-0.38661997095591394
Pondera MT,8808,9444.375,15333.7632,15059.8212,6613.55496,14867.3604,8781.97632,-0.17544325307577724
Powder River MT,8808,9564.30252,16400.508,15059.8212,6657.00948,14678.2704,9086.52324,-0.7296689360048556
Powell MT,8808,9744.1956,15852.8916,15059.8212,6722.19216,14672.5236,8996.41404,-0.006773480143706397
Prairie MT,10980,10313.85576,17432.82,15059.8212,7715.60376,16237.9272,10991.72676,-0.6783048276721536
Ravalli MT,10236,11453.17752,15459.8112,15059.8212,7858.84428,16034.3376,10519.46856,0.4256764349281206
Richland MT,11520,10673.64036,15361.5384,15059.8212,8041.63116,16218.2568,10742.49972,0.37337614173121064
Roosevelt MT,9600,10883.51736,14820.0708,15059.8212,7421.98608,15010.764,9561.23436,-0.8294374345452686
Rosebud MT,8808,9534.32148,15222.3048,15059.8212,6646.14696,14749.6392,8750.74224,0.10954187310415664
Sanders MT,9048,9564.30252,16205.1264,15059.8212,6743.97072,14811.6552,9163.90644,-0.24448438984487098
Sheridan MT,10128,10883.51736,16469.688,15059.8212,7613.30124,15216.7176,10308.1956,-0.2572819324531851
Silver Bow MT,10320,10163.94648,14665.6536,15454.9956,7422.14208,15238.6656,9697.6956,0.12170457954665319
Stillwater MT,10128,9504.33912,16654.8852,12545.0772,7113.57132,15737.3628,9236.96856,0.4975769939730727
Sweet Grass MT,10320,9684.23076,16139.7672,12545.0772,7248.32232,15881.0328,9276.40644,-0.04090624835025244
Teton MT,9300,9594.28488,16060.644,15454.9956,6846.14424,15116.6124,9437.94504,0.6448572354758754
Toole MT,8808,9354.42768,14798.67,15059.8212,6580.96368,14619.5784,8516.41404,-0.17783653621787096
Valley MT,9612,11063.41116,15214.5072,15059.8212,7491.51708,14712.504,9665.24196,-0.1980746734883829
Wheatland MT,8808,9564.30252,16254.9348,15059.8212,6657.00948,14450.0196,8977.25028,-0.4844925615709354
Wibaux MT,10980,10763.58912,17015.46,15059.8212,7878.56028,16237.9272,11047.92996,-0.7983475997180811
Yellowstone MT,11534.63088,9444.375,14652.7896,12274.9572,7601.52096,18775.8972,9993.43728,0.6986352305394478
Adams NE,8856,8934.67752,14520.0588,22552.62,6446.26392,15817.5744,9637.15644,0.6256941660724409
Antelope NE,8808,9054.60648,15633.1608,22552.62,6472.32636,15423.6192,9871.19532,0.4634853232908216
Boone NE,8808,9024.624,15796.1508,22552.62,6461.46312,15839.8752,10028.10936,0.39059978216408126
Box Butte NE,8808,9144.55296,14419.8696,23486.6688,6504.91848,15559.9932,9865.26564,0.27326904029848326
Boyd NE,8808,9954.07032,16013.3172,22552.62,6798.23808,15519.2676,10366.33596,-0.03383154869472501
Brown NE,8808,10044.0168,15507.2172,23486.6688,6830.82936,15268.1004,10453.25028,0.00722376124097875
Buffalo NE,9984,9774.17796,14312.3376,18062.01,7159.16748,17019.1524,9406.00776,1.0480663158400891
Burt NE,8808,9024.624,15569.6688,16553.1648,6461.46312,15481.3536,8153.92968,0.06982023579286682
Butler NE,9132,9024.624,15713.6352,18062.01,6578.8608,15516.4056,8758.6956,0.4526107609514342
Cass NE,10447.02612,10373.8206,15498.696,16304.9328,7544.21412,19697.0628,10430.28876,0.908984860443894
Cedar NE,8808,8994.64164,15886.806,22552.62,6450.59916,15447.5088,9928.29708,0.6268826748529541
Chase NE,8808,9174.53544,15677.7672,23486.6688,6515.78172,15316.4016,10172.60964,-0.12581310792506095
Cherry NE,8808,10133.96412,15213.7848,23486.6688,6863.42064,15444.3996,10454.82792,-0.17450177612819995
Cheyenne NE,8808,9234.49872,14656.1796,23486.6688,6537.50832,15632.958,9991.13304,0.5965664550049986
Clay NE,8808,8544.91044,15817.7124,22552.62,6287.64408,15428.0388,9725.3826,0.26524780561645195
Colfax NE,8808,8904.69648,15109.3488,18062.01,6418.0086,15212.6544,8329.14036,0.34758822488758057
Cuming NE,8808,8934.67752,15349.0272,18062.01,6428.87184,15314.088,8437.64064,0.767105335338767
Custer NE,8808,8904.69648,15798.2664,22552.62,6418.0086,15212.6544,9798.2424,0.15494387089739706
Dakota NE,10206.81516,8394.999,13789.0128,22699.5612,6740.17092,18937.548,10692.03876,0.26208247695762993
Dawes NE,8940,9174.53544,14190.816,23486.6688,6563.61108,15369.462,9807.2424,0.7548803216932156
Dawson NE,9120,8694.82032,14602.4496,22552.62,6455.01192,15726.4992,9644.0076,0.3550281661809145
Deuel NE,8964,9504.33912,16020.7092,23486.6688,6691.80756,15331.71,10469.03904,0.38043835087527134
Dixon NE,8951.36424,8904.69648,15661.7328,22699.5612,6469.95552,17826.4332,10618.3044,0.48205777941036204
Dodge NE,10140,8694.82032,13977.0756,16553.1648,6824.59788,16239.5964,8304.85176,0.4996443645838078
Douglas NE,11899.4172,9084.58812,13296.9504,16700.106,7603.33296,21058.512,10365.57792,0.891382447530376
Dundy NE,8808,8694.82032,15218.3208,23486.6688,6341.96196,15268.1004,9834.30468,-0.2836078173873113
Fillmore NE,8808,9054.60648,15383.2356,16157.9916,6472.32636,15239.2212,7931.28876,0.4147385278433891
Franklin NE,8808,9534.32148,16354.7844,22552.62,6646.14696,15602.9076,10323.69504,0.1621458165018822
Frontier NE,8808,8994.64164,15834.5088,23486.6688,6450.59916,15294.7656,10140.6174,0.8852669931434173
Furnas NE,8808,9354.42768,15480.8676,22552.62,6580.96368,15212.6544,9884.37528,-0.0192121391795278
Gage NE,8808,9024.624,14788.2276,20037.8784,6461.46312,15501.2388,8927.17968,0.5099110512189939
Garden NE,8808,9264.48048,16272.5388,23486.6688,6548.37228,15519.2676,10440.04692,-0.39534176274615174
Garfield NE,8808,9744.1956,15126.5004,22552.62,6722.19216,15519.2676,10025.21124,-0.534788509428891
Gosper NE,8808,8874.71412,15826.476,22552.62,6407.14524,15270.6156,9811.46856,0.04327882151053819
Greeley NE,8808,9714.21384,16339.9116,22552.62,6711.3288,15268.1004,10293.30468,-0.14261168916614733
Hall NE,9516,8275.07004,13613.3004,18208.9512,6446.406,18568.9332,8929.22676,0.5836494871759066
Hamilton NE,8808,8544.91044,15594.1752,18208.9512,6287.64408,18732.1572,9367.77324,0.8910380176273126
Harlan NE,8808,9924.08784,15618.3192,22552.62,6787.374,15212.6544,10150.46856,0.4285264532448772
Hayes NE,8808,9114.5706,16306.2336,23486.6688,6494.0544,15338.1372,10337.89824,-0.5854196117480445
Hitchcock NE,8808,8934.67752,15604.3068,23486.6688,6428.87184,15403.4448,10081.46124,-0.4184268201959722
Holt NE,8808,10133.96412,15460.4004,22552.62,6863.42064,15364.704,10231.93728,0.2814650370617877
Howard NE,8808,8844.73248,15425.8884,22699.5612,6396.28128,18007.9872,10522.21872,0.8307582841653839
Jefferson NE,8808,8784.76752,15150.9648,20037.8784,6374.55324,15373.3872,8901.12528,-0.12323053979443421
Johnson NE,8808,9084.58812,15264.078,16157.9916,6483.19044,15309.2568,7928.92968,0.05848223177301152
Kearney NE,9132,9534.32148,15247.5156,18062.01,6763.54464,15460.9596,8807.73408,0.46510572426066893
Keith NE,8808,9264.48048,14802.5712,23486.6688,6548.37228,15843.9864,10107.11724,0.10599608569440404
Kimball NE,8808,9774.17796,14869.5204,23486.6688,6733.05612,15528.27,10236.75,-0.2077174187864995
Knox NE,8808,9204.51636,15583.5012,22552.62,6526.64496,15443.0424,9921.9294,0.1976347791783173
Lancaster NE,10512,9054.60648,12961.8732,16304.9328,7089.75288,20263.6008,9370.86696,0.958509413826531
Lincoln NE,8856,9234.49872,14154.1968,23486.6688,6554.90112,15441.2472,9807.95292,0.6836960078834838
Logan NE,8808,9294.46368,16168.7736,23486.6688,6559.23636,15519.2676,10421.77368,-1.0972443990418836
Madison NE,8988,8994.64164,13921.6464,22552.62,6515.8206,15545.0232,9464.60964,0.6370598913750468
Merrick NE,8808,8574.89136,15236.4708,22699.5612,6298.5066,17920.9392,10335.20292,0.2722790678330823
Morrill NE,9576,9204.51636,15226.9968,23486.6688,6804.92136,15858.0072,10514.8674,-0.26011427405039567
Nance NE,8808,9084.58812,15463.1256,18062.01,6483.19044,15438.75,8563.44504,-0.3378795468959375
Nemaha NE,8808,9144.55296,15191.808,16157.9916,6504.91848,15737.58,8053.44504,0.11660709233769358
